1319.97;1613;1779.31;2;Pipes to Truck;-42.3969;-169.734;800;1;0;0;2;0;450;0
-996.969;1440.25;1691.18;2;Corner to Vents;-12.7729;-47.085;800;0;1;0;1;0;450;0
1810.82;865.999;1676.91;2;Wood Panels to Highway;-43.0693;176.759;800;0;1;0;1;0;450;0
1319.91;1412.39;1701.09;2;Skull to Quad;-55.3814;155.922;800;0;0;0;0;0;450;0
1037.04;513.031;1613.55;2;Corner to Forklift;-44.6378;112.031;800;0;1;0;1;0;450;0
730.498;-1463.97;1614.09;2;Fence to B Site;-30.8836;161.23;800;0;0;0;0;0;450;0
1230.76;1612.99;1701.97;2;Corner to Site | Truck;-61.6002;-176.367;800;0;0;0;0;0;450;0
605.031;-149.969;1689.04;1;Vent to Z;15.5562;168.976;800;0;1;0;1;0;450;0
-411.969;-418.969;1614.09;3;Checkers to Vent;-18.9595;8.87426;800;0;0;0;0;0;450;0
568.969;-164.64;1748.09;3;Vent to Under Vent;4.08768;-130.003;800;0;0;0;0;0;450;0
730.243;-1463.97;1614.09;3;Flash Room to Back Site;-28.4482;148.102;800;0;0;0;0;0;450;0
960.007;-1463.97;1644.09;3;Flash Room to Default;-24.8676;171.447;800;0;0;0;0;0;450;0
204.969;-1458.97;1659.09;2;Back Site to Heaven;-17.2942;128.952;800;0;0;0;0;0;450;0
204.969;-1458.98;1659.09;3;Back Site to Heaven;-17.9179;131.368;800;0;0;0;0;0;450;0
-530.345;-528.969;1731.46;3;Heaven to Back Site;-11.8888;-62.3155;800;0;0;0;0;0;450;0
1776.27;867.486;1618.35;2;T Spawn Truck to Z;-17.6866;-156.009;800;0;1;0;1;0;450;0
1018.02;593.727;1719;2;Boost to Z;-10.5544;-157.868;800;0;0;0;0;0;450;0
204.969;-1458.97;1659.09;2;Back Site to CT;-54.5868;138.486;800;0;0;0;0;0;450;0
272.78;-748.37;1614.03;2;B Hall to Heaven;-33.28;137.4;800;0;0;0;0;0;450;0
