-2046.96;-39.99;11868.03;3;Fake-Duck Bomb;-11.15;92.71;800;0;0;0;0;0;0;0
-1890.48;-295.96;11799.03;3;SandBags e Fake-Duck;-9.79;59.38;800;0;0;0;0;0;0;0
-1928.9;137.98;11776.03;3;DoubleBox Fake-Duck;-25.32;128.73;800;0;0;0;0;0;0;0
-1680.03;155.03;11776.03;3;DoubleBox e SandBags;-13.40;157.58;800;0;0;0;0;0;0;0
-1634.82;764.95;11776.03;3;Wall;-13.50;-151.72;800;0;0;0;0;0;0;0
-2176.25;-89.63;11580.38;3;Fake-Duck Cement;-19.46;119.63;800;0;0;0;0;0;0;0
-2238.34;-129.43;11600.30;3;One-Way Bomb Fake-Duck;-32.04;85.63;800;0;0;0;0;0;0;0
-1834.61;-180.30;11776.03;3;Fake-Duck Down;-16.74;59.09;500;0;0;0;0;50;450;0
-1834.61;-180.30;11776.03;1;Fake-Duck Down;-16.74;59.09;500;0;0;0;0;50;450;0
-1519.18;862.76;11783.24;1;Cement;-17.28;-154.51;800;0;0;0;0;0;0;0
-942.38;612.12;11873.03;1;Fake-Duck Bomb One-Way;-11.47;165.99;800;0;0;0;0;0;0;0
-677.93;665.88;11783.02;1;Generator;-16.67;179.98;800;0;0;0;0;0;0;0
-2032.29;-578.73;11776.03;1;Fake-Duck Plataform;-22.08;62.26;800;0;0;0;0;0;0;0
-1723.35;-510.81;11776.03;1;One-Way Wall;-31.39;115.30;800;0;0;0;0;0;0;0
-1969.96875;-99.347038269043;11776.03125;1;Spawn CT;-12.078001022339;30.2483501434337;800;0;0;0;0;0;0;0
-2046.96;-39.99;11868.03;1;Fake-Duck Bomb;-11.15;92.71;800;0;0;0;0;0;0;0
-1890.48;-295.96;11799.03;1;SandBags e Fake-Duck;-9.79;59.38;800;0;0;0;0;0;0;0
-1928.9;137.98;11776.03;1;DoubleBox Fake-Duck;-25.32;128.73;800;0;0;0;0;0;0;0
-1680.03;155.03;11776.03;1;DoubleBox and SandBags;-13.40;157.58;800;0;0;0;0;0;0;0
-1368.03;1017.91;11777.03;1;DoubleBox and SandBags;-21.43;-153.68;800;0;0;0;0;0;0;0
-1634.82;764.95;11776.03;1;Wall;-13.50;-151.72;800;0;0;0;0;0;0;0
-2176.25;-89.63;11580.38;1;Fake-Duck Cement;-19.46;119.63;800;0;0;0;0;0;0;0
-2238.34;-129.43;11600.30;1;One-Way Bomb Fake-Duck;-32.04;85.63;800;0;0;0;0;0;0;0
-2364.7155761719;373.29525756836;11744.03125;1;metal box by cNze metal box by cNze;-28.005558013916;56.159603118896;800;1;0;1;5;450;0
-1135.96875;-592.0979004;11776.03125;2;Corner to ramp;-41.65561295;-23.77768707;800;0;0;0;0;450;0
-901.9918823;-1359.96875;11715.03125;2;Ramp to passage;-38.46377563;57.92113495;800;0;0;0;0;450;0
-841.9974365;-1359.96875;11648.03125;2;Ramp to A;-42.58230972;63.83896637;800;0;0;0;0;450;0
-1065.885864;-354.5673828;11776.03125;2;Connector to passage;-30.12392998;-35.31285477;800;0;0;0;0;450;0
