-163.18467712402;492.30197143555;1619.8100585938;3;Garage;-9.7272157669067;-14.079710960388;800;0;0;0;0;0;0;0
56.829383850098;1727.5930175781;1687.03125;3;Fake-Duck Toyota;-16.763013839722;-142.85865783691;800;0;0;0;0;0;0;0
-931.74383544922;69.787994384766;1614.03125;3;White-Box Middle (Unsafe);-15.618739128113;16.393690109253;800;0;0;0;0;0;0;0
1007.2913818359;516.16381835938;1743.9692382813;3;White-Box;-4.7116003036499;-175.6947479248;800;0;0;0;0;0;0;0
-169.42330932617;528.83673095703;1625.4001464844;1;Garage;-9.4412403106689;-18.655723571777;800;0;0;0;0;0;0;0
185.36737060547;1882.9281005859;1687.03125;1;Fake-Duck Toyota;-15.618857383728;-145.50833129883;800;0;0;0;0;0;0;0
-1041.7081298828;829.79962158203;1658.9929199219;1;Bombsite A;-19.393928527832;47.412536621094;800;0;0;0;0;0;0;0
-906.14056396484;1032.111328125;1683.0933837891;1;Bombsite A and Car Plant;-24.255928039551;43.008213043213;800;0;0;0;0;0;0;0
-196.96577453613;-1433.6900634766;1720.7211914063;1;Window Toxic B;-10.413652420044;0.54502868652344;800;0;0;0;0;0;0;0
-119.09378051758;424.62664794922;1613.03125;1;Boost Down;-24.213342;4.959707;800;0;0;0;0;0;0;0
-198.20524597168;418.77334594727;1613.03125;1;Boost Up;-24.513342;5.459707;800;0;0;0;0;0;0;0
-19.68075;1914.706;1687;1;Bombsite A to Car;-20.45679;-134.7262;800;0;0;0;0;0;0;0
55.806140899658;453.95236206055;1757.5109863281;1;Car;-19.456786422729492;157.21087646484375;800;0;0;0;0;0;0;0
605.29986572266;-146.68171691895;1691.9117431641;1;White-Box;-6.2148091316223145;135.8157196044922;800;0;0;0;0;0;0;0
-69.00399017333984;549.1864624023438;1628.7115478516;1;Bombsite A;0.6507905197143555;90.63339538574219;800;0;1;0;0;0;0;0
4.893680572509766;-103.95784759521484;1619.6702880859;1;Boost;-28.058530807495117;40.2496223449707;800;0;0;0;0;0;0;0
806.5239868164063;-1246.503662109375;1613.1978759766;1;Fake-Duck;-23.699928283691406;177.82098388671875;800;0;0;0;0;0;0;0
832.3194580078125;-1464.96826171875;1615.03125;1;Backsite B Fake-Duck;-25.40700340270996;164.73800659179688;800;0;0;0;0;0;0;0
957.0302734375;-1464.9683837890625;1648.03125;1;Full Bombsite B;-20.701017379760742;167.0362091064453;800;0;0;0;0;0;0;0
-963.8711547851563;875.7017822265625;1664.4252929688;1;Bombsite A;-15.01732349395752;50.99263381958008;800;0;0;0;0;0;0;0
56.829383850098;1727.5930175781;1687.03125;1;Fake-Duck Toyota;-16.763013839722;-142.85865783691;800;0;0;0;0;0;0;0
-931.74383544922;69.787994384766;1614.03125;1;White-Box Middle (Unsafe);-15.618739128113;16.393690109253;800;0;0;0;0;0;0;0
1007.2913818359;516.16381835938;1743.9692382813;1;White-Box;-4.7116003036499;-175.6947479248;800;0;0;0;0;0;0;0
592.70446777344;515.69708251953;1614.03125;1;ESP RIP MIDDLE;-17.722537994385;-162.96670532227;800;1;0;1;2;450;0
592.70446777344;515.69708251953;1614.03125;3;ESP RIP (91);-16.262537994385;-163.76670532227;800;1;0;1;9;450;0
624.07080078125;417.54891967773;1614.0311279297;3;ESP RIP (87);-16.349680786133;-167.93629150391;800;1;0;1;9;450;0
931.79553222656;612.83703613281;1822.9783935547;1;ESP RIP MIDDLE;-5.6940460205078;-163.06387329102;800;1;0;1;8;450;0
1353.8000488281;692.37609863281;1613.9345703125;1;RIP-ESP-MIDDLE;1.9724093675613;-164.80673217773;800;1;1;1;30;450;0
1272.7333984375;875.70941162109;1623.7524414063;1;Sandbags;-24.45108795166;-142.84756469727;800;1;0;1;1;450;0
1319.97;1613;1779.31;2;Pipes to Truck;-42.3969;-169.734;800;1;0;0;2;0;180
1319.97;1613;1779.31;2;Long A to Highway Side of A;-49.9069;-174.262;800;0;0;0;0;0;450
-996.969;1440.25;1691.18;2;Corner to Vents;-12.7729;-47.085;800;0;1;0;1;0;450
-996.969;1440.25;1691.18;2;Car to Vents;-33.181599;-46.326721;800;1;0;0;2;0;450
1810.82;865.999;1676.91;2;Wood Panels to Highway;-43.0693;176.759;800;0;1;0;1;0;450
1810.82;865.999;1676.91;2;T Spawn to Z;-9.405066;-157.948578;800;0;1;0;1;0;450
1319.91;1412.39;1701.09;2;Skull to Quad;-55.3814;155.922;800;0;0;0;0;0;450
1037.04;513.031;1613.55;2;Corner to Forklift;-44.6378;112.031;800;0;1;0;1;0;450
1037.04;513.031;1613.55;2;Boost Boxes to Quad Stack;-51.793724;127.469002;800;0;1;0;1;0;450
1037.04;513.031;1613.55;2;Boost Boxes (Oneway);-49.137814;104.639671;800;0;0;0;0;0;450
730.498;-1463.97;1614.09;2;Fence to B Site;-30.8836;161.23;800;0;0;0;0;0;450
1230.76;1612.99;1701.97;2;Corner to Site | Truck;-61.6002;-176.367;800;0;0;0;0;0;450
1230.76;1612.99;1701.97;2;Long A to Forklift;-74.514435;-173.894516;800;0;0;0;0;0;450
605.031;-149.969;1689.04;1;Vent to Z;15.5562;168.976;800;0;1;0;1;0;450
-411.969;-418.969;1614.09;3;Checkers to Vent;-18.9595;8.87426;800;0;0;0;0;0;450
-45.6796;-418.969;1614.09;2;Checkers to B Hall;-20.5039;45.5835;800;0;0;0;0;0;450
568.969;-164.64;1748.09;3;Vent to Under Vent;4.08768;-130.003;800;0;0;0;0;0;450
730.243;-1463.97;1614.09;3;Flash Room to Back Site;-28.4482;148.102;800;0;0;0;0;0;450
960.007;-1463.97;1644.09;3;Flash Room to Default;-24.8676;171.447;800;0;0;0;0;0;450
204.969;-1458.97;1659.09;2;Back Site to Heaven;-17.2942;128.952;800;0;0;0;0;0;450
204.969;-1458.97;1659.09;2;Back Site to CT;-54.5868;138.486;800;0;0;0;0;0;450
